Address_Index,Input_Z_Sample,Output_Sigmoid,LUT_Value_Q1_7_8
490,-0.21016618,0.44765100,115
491,-0.20039101,0.45006922,115
492,-0.19061584,0.45248981,116
493,-0.18084066,0.45491264,116
494,-0.17106549,0.45733761,117
495,-0.16129032,0.45976461,118
496,-0.15151515,0.46219351,118
497,-0.14173998,0.46462421,119
498,-0.13196481,0.46705659,120
499,-0.12218964,0.46949054,120
500,-0.11241447,0.47192594,121
501,-0.10263930,0.47436268,121
502,-0.09286413,0.47680064,122
503,-0.08308895,0.47923970,123
504,-0.07331378,0.48167976,123
505,-0.06353861,0.48412069,124
506,-0.05376344,0.48656238,125
507,-0.04398827,0.48900471,125
508,-0.03421310,0.49144756,126
509,-0.02443793,0.49389082,126
510,-0.01466276,0.49633438,127
511,-0.00488759,0.49877811,128
512,0.00488759,0.50122189,128
513,0.01466276,0.50366562,129
514,0.02443793,0.50610918,130
515,0.03421310,0.50855244,130
516,0.04398827,0.51099529,131
517,0.05376344,0.51343762,131
518,0.06353861,0.51587931,132
519,0.07331378,0.51832024,133
520,0.08308895,0.52076030,133
521,0.09286413,0.52319936,134
522,0.10263930,0.52563732,135
523,0.11241447,0.52807406,135
524,0.12218964,0.53050946,136
525,0.13196481,0.53294341,136
526,0.14173998,0.53537579,137
527,0.15151515,0.53780649,138
528,0.16129032,0.54023539,138
529,0.17106549,0.54266239,139
530,0.18084066,0.54508736,140
531,0.19061584,0.54751019,140
532,0.20039101,0.54993078,141
533,0.21016618,0.55234900,141
534,0.21994135,0.55476475,142
535,0.22971652,0.55717791,143
536,0.23949169,0.55958838,143
537,0.24926686,0.56199604,144
538,0.25904203,0.56440079,144
539,0.26881720,0.56680251,145
540,0.27859238,0.56920109,146
541,0.28836755,0.57159643,146
542,0.29814272,0.57398843,147
543,0.30791789,0.57637696,148
544,0.31769306,0.57876193,148
545,0.32746823,0.58114323,149
546,0.33724340,0.58352076,149
547,0.34701857,0.58589440,150
548,0.35679374,0.58826407,151
549,0.36656891,0.59062965,151
550,0.37634409,0.59299104,152
551,0.38611926,0.59534814,152
552,0.39589443,0.59770085,153
553,0.40566960,0.60004908,154
554,0.41544477,0.60239271,154
555,0.42521994,0.60473166,155
556,0.43499511,0.60706582,155
557,0.44477028,0.60939510,156
558,0.45454545,0.61171941,157
559,0.46432063,0.61403865,157
560,0.47409580,0.61635272,158
561,0.48387097,0.61866153,158
562,0.49364614,0.62096499,159
563,0.50342131,0.62326301,160
564,0.51319648,0.62555550,160
565,0.52297165,0.62784237,161
566,0.53274682,0.63012354,161
567,0.54252199,0.63239890,162
568,0.55229717,0.63466839,162
569,0.56207234,0.63693190,163
570,0.57184751,0.63918937,164
571,0.58162268,0.64144070,164
572,0.59139785,0.64368581,165
573,0.60117302,0.64592463,165
574,0.61094819,0.64815707,166
575,0.62072336,0.65038305,166
576,0.63049853,0.65260249,167
577,0.64027370,0.65481533,168
578,0.65004888,0.65702148,168
579,0.65982405,0.65922086,169
580,0.66959922,0.66141341,169
581,0.67937439,0.66359905,170
582,0.68914956,0.66577772,170
583,0.69892473,0.66794933,171
584,0.70869990,0.67011382,172
585,0.71847507,0.67227113,172
586,0.72825024,0.67442118,173
587,0.73802542,0.67656392,173
588,0.74780059,0.67869927,174
589,0.75757576,0.68082717,174
590,0.76735093,0.68294757,175
591,0.77712610,0.68506039,175
592,0.78690127,0.68716559,176
593,0.79667644,0.68926309,176
594,0.80645161,0.69135285,177
595,0.81622678,0.69343480,178
596,0.82600196,0.69550890,178
597,0.83577713,0.69757509,179
598,0.84555230,0.69963330,179
599,0.85532747,0.70168351,180
600,0.86510264,0.70372564,180
601,0.87487781,0.70575965,181
602,0.88465298,0.70778550,181
603,0.89442815,0.70980314,182
604,0.90420332,0.71181252,182
605,0.91397849,0.71381360,183
606,0.92375367,0.71580632,183
607,0.93352884,0.71779066,184
608,0.94330401,0.71976657,184
609,0.95307918,0.72173400,185
610,0.96285435,0.72369293,185
611,0.97262952,0.72564331,186
612,0.98240469,0.72758510,186
613,0.99217986,0.72951827,187
614,1.00195503,0.73144279,187
615,1.01173021,0.73335862,188
616,1.02150538,0.73526572,188
617,1.03128055,0.73716408,189
618,1.04105572,0.73905366,189
619,1.05083089,0.74093442,190
620,1.06060606,0.74280635,190
621,1.07038123,0.74466941,191
622,1.08015640,0.74652358,191
623,1.08993157,0.74836884,192
624,1.09970674,0.75020515,192
625,1.10948192,0.75203251,193
626,1.11925709,0.75385089,193
627,1.12903226,0.75566026,193
628,1.13880743,0.75746061,194
629,1.14858260,0.75925193,194
630,1.15835777,0.76103419,195
631,1.16813294,0.76280737,195
632,1.17790811,0.76457147,196
633,1.18768328,0.76632647,196
634,1.19745846,0.76807235,197
635,1.20723363,0.76980911,197
636,1.21700880,0.77153673,198
637,1.22678397,0.77325520,198
638,1.23655914,0.77496451,198
639,1.24633431,0.77666467,199
640,1.25610948,0.77835565,199
641,1.26588465,0.78003745,200
642,1.27565982,0.78171008,200
643,1.28543500,0.78337351,201
644,1.29521017,0.78502776,201
645,1.30498534,0.78667281,201
646,1.31476051,0.78830867,202
647,1.32453568,0.78993534,202
648,1.33431085,0.79155281,203
649,1.34408602,0.79316108,203
650,1.35386119,0.79476017,203
651,1.36363636,0.79635007,204
652,1.37341153,0.79793078,204
653,1.38318671,0.79950231,205
654,1.39296188,0.80106467,205
655,1.40273705,0.80261786,205
656,1.41251222,0.80416188,206
657,1.42228739,0.80569676,206
658,1.43206256,0.80722248,207
659,1.44183773,0.80873907,207
660,1.45161290,0.81024654,207
661,1.46138807,0.81174489,208
662,1.47116325,0.81323413,208
663,1.48093842,0.81471428,209
664,1.49071359,0.81618535,209
665,1.50048876,0.81764736,209
666,1.51026393,0.81910032,210
667,1.52003910,0.82054424,210
668,1.52981427,0.82197914,210
669,1.53958944,0.82340503,211
670,1.54936461,0.82482194,211
671,1.55913978,0.82622988,212
672,1.56891496,0.82762887,212
673,1.57869013,0.82901893,212
674,1.58846530,0.83040007,213
675,1.59824047,0.83177232,213
676,1.60801564,0.83313570,213
677,1.61779081,0.83449023,214
678,1.62756598,0.83583593,214
679,1.63734115,0.83717282,214
680,1.64711632,0.83850093,215
681,1.65689150,0.83982028,215
682,1.66666667,0.84113090,215
683,1.67644184,0.84243280,216
684,1.68621701,0.84372601,216
685,1.69599218,0.84501057,216
686,1.70576735,0.84628648,217
687,1.71554252,0.84755379,217
688,1.72531769,0.84881252,217
689,1.73509286,0.85006269,218
690,1.74486804,0.85130434,218
691,1.75464321,0.85253749,218
692,1.76441838,0.85376217,219
693,1.77419355,0.85497840,219
694,1.78396872,0.85618623,219
695,1.79374389,0.85738568,219
696,1.80351906,0.85857677,220
697,1.81329423,0.85975954,220
698,1.82306940,0.86093402,220
699,1.83284457,0.86210025,221
700,1.84261975,0.86325825,221
701,1.85239492,0.86440805,221
702,1.86217009,0.86554969,222
703,1.87194526,0.86668320,222
704,1.88172043,0.86780861,222
705,1.89149560,0.86892596,222
706,1.90127077,0.87003528,223
707,1.91104594,0.87113661,223
708,1.92082111,0.87222997,223
709,1.93059629,0.87331540,224
710,1.94037146,0.87439295,224
711,1.95014663,0.87546263,224
712,1.95992180,0.87652449,224
713,1.96969697,0.87757856,225
