Address_Index,Input_Z_Sample,Output_Tanh,LUT_Value_Q1_7_8
764,2.46823069,0.98574245,252
765,2.47800587,0.98601655,252
766,2.48778104,0.98628542,252
767,2.49755621,0.98654916,253
768,2.50733138,0.98680785,253
769,2.51710655,0.98706161,253
770,2.52688172,0.98731051,253
771,2.53665689,0.98755466,253
772,2.54643206,0.98779413,253
773,2.55620723,0.98802903,253
774,2.56598240,0.98825943,253
775,2.57575758,0.98848543,253
776,2.58553275,0.98870710,253
777,2.59530792,0.98892452,253
778,2.60508309,0.98913778,253
779,2.61485826,0.98934696,253
780,2.62463343,0.98955213,253
781,2.63440860,0.98975337,253
782,2.64418377,0.98995075,253
783,2.65395894,0.99014435,253
784,2.66373412,0.99033424,254
785,2.67350929,0.99052049,254
786,2.68328446,0.99070316,254
787,2.69305963,0.99088233,254
788,2.70283480,0.99105807,254
789,2.71260997,0.99123043,254
790,2.72238514,0.99139948,254
791,2.73216031,0.99156529,254
792,2.74193548,0.99172791,254
793,2.75171065,0.99188741,254
794,2.76148583,0.99204385,254
795,2.77126100,0.99219729,254
796,2.78103617,0.99234777,254
797,2.79081134,0.99249537,254
798,2.80058651,0.99264013,254
799,2.81036168,0.99278210,254
800,2.82013685,0.99292135,254
801,2.82991202,0.99305792,254
802,2.83968719,0.99319187,254
803,2.84946237,0.99332323,254
804,2.85923754,0.99345208,254
805,2.86901271,0.99357844,254
806,2.87878788,0.99370237,254
807,2.88856305,0.99382392,254
808,2.89833822,0.99394313,254
809,2.90811339,0.99406005,254
810,2.91788856,0.99417471,255
811,2.92766373,0.99428717,255
812,2.93743891,0.99439746,255
813,2.94721408,0.99450563,255
814,2.95698925,0.99461172,255
815,2.96676442,0.99471576,255
816,2.97653959,0.99481780,255
817,2.98631476,0.99491788,255
818,2.99608993,0.99501603,255
819,3.00586510,0.99511228,255
820,3.01564027,0.99520668,255
821,3.02541544,0.99529927,255
822,3.03519062,0.99539007,255
823,3.04496579,0.99547911,255
824,3.05474096,0.99556645,255
825,3.06451613,0.99565210,255
826,3.07429130,0.99573609,255
827,3.08406647,0.99581847,255
828,3.09384164,0.99589926,255
829,3.10361681,0.99597850,255
830,3.11339198,0.99605620,255
831,3.12316716,0.99613241,255
832,3.13294233,0.99620714,255
833,3.14271750,0.99628044,255
834,3.15249267,0.99635232,255
835,3.16226784,0.99642281,255
836,3.17204301,0.99649195,255
837,3.18181818,0.99655975,255
838,3.19159335,0.99662624,255
839,3.20136852,0.99669145,255
840,3.21114370,0.99675540,255
841,3.22091887,0.99681812,255
842,3.23069404,0.99687963,255
843,3.24046921,0.99693995,255
844,3.25024438,0.99699910,255
845,3.26001955,0.99705711,255
846,3.26979472,0.99711401,255
847,3.27956989,0.99716980,255
848,3.28934506,0.99722452,255
849,3.29912023,0.99727818,255
850,3.30889541,0.99733081,255
851,3.31867058,0.99738242,255
852,3.32844575,0.99743303,255
853,3.33822092,0.99748266,255
854,3.34799609,0.99753134,255
855,3.35777126,0.99757908,255
856,3.36754643,0.99762589,255
857,3.37732160,0.99767180,255
858,3.38709677,0.99771683,255
859,3.39687195,0.99776098,255
860,3.40664712,0.99780428,255
861,3.41642229,0.99784674,255
862,3.42619746,0.99788839,255
863,3.43597263,0.99792923,255
864,3.44574780,0.99796928,255
865,3.45552297,0.99800856,255
866,3.46529814,0.99804707,256
867,3.47507331,0.99808485,256
868,3.48484848,0.99812189,256
869,3.49462366,0.99815822,256
870,3.50439883,0.99819384,256
871,3.51417400,0.99822878,256
872,3.52394917,0.99826304,256
873,3.53372434,0.99829664,256
874,3.54349951,0.99832959,256
875,3.55327468,0.99836191,256
876,3.56304985,0.99839359,256
877,3.57282502,0.99842467,256
878,3.58260020,0.99845515,256
879,3.59237537,0.99848503,256
880,3.60215054,0.99851434,256
881,3.61192571,0.99854308,256
882,3.62170088,0.99857127,256
883,3.63147605,0.99859891,256
884,3.64125122,0.99862602,256
885,3.65102639,0.99865260,256
886,3.66080156,0.99867867,256
887,3.67057674,0.99870424,256
888,3.68035191,0.99872931,256
889,3.69012708,0.99875389,256
890,3.69990225,0.99877800,256
891,3.70967742,0.99880165,256
892,3.71945259,0.99882483,256
893,3.72922776,0.99884757,256
894,3.73900293,0.99886987,256
895,3.74877810,0.99889174,256
896,3.75855327,0.99891318,256
897,3.76832845,0.99893421,256
898,3.77810362,0.99895484,256
899,3.78787879,0.99897506,256
900,3.79765396,0.99899490,256
901,3.80742913,0.99901434,256
902,3.81720430,0.99903342,256
903,3.82697947,0.99905212,256
904,3.83675464,0.99907047,256
905,3.84652981,0.99908845,256
906,3.85630499,0.99910609,256
907,3.86608016,0.99912339,256
908,3.87585533,0.99914036,256
909,3.88563050,0.99915699,256
910,3.89540567,0.99917331,256
911,3.90518084,0.99918931,256
912,3.91495601,0.99920500,256
913,3.92473118,0.99922038,256
914,3.93450635,0.99923547,256
915,3.94428152,0.99925027,256
916,3.95405670,0.99926477,256
917,3.96383187,0.99927900,256
918,3.97360704,0.99929296,256
919,3.98338221,0.99930664,256
920,3.99315738,0.99932006,256
921,4.00293255,0.99933322,256
922,4.01270772,0.99934613,256
923,4.02248289,0.99935878,256
924,4.03225806,0.99937119,256
925,4.04203324,0.99938336,256
926,4.05180841,0.99939530,256
927,4.06158358,0.99940700,256
928,4.07135875,0.99941848,256
929,4.08113392,0.99942973,256
930,4.09090909,0.99944077,256
931,4.10068426,0.99945159,256
932,4.11045943,0.99946221,256
933,4.12023460,0.99947262,256
934,4.13000978,0.99948283,256
935,4.13978495,0.99949284,256
936,4.14956012,0.99950265,256
937,4.15933529,0.99951228,256
938,4.16911046,0.99952172,256
939,4.17888563,0.99953098,256
940,4.18866080,0.99954006,256
941,4.19843597,0.99954896,256
942,4.20821114,0.99955769,256
943,4.21798631,0.99956625,256
944,4.22776149,0.99957465,256
945,4.23753666,0.99958288,256
946,4.24731183,0.99959095,256
947,4.25708700,0.99959887,256
948,4.26686217,0.99960664,256
949,4.27663734,0.99961425,256
950,4.28641251,0.99962172,256
951,4.29618768,0.99962904,256
952,4.30596285,0.99963622,256
953,4.31573803,0.99964326,256
954,4.32551320,0.99965017,256
955,4.33528837,0.99965694,256
956,4.34506354,0.99966358,256
957,4.35483871,0.99967009,256
958,4.36461388,0.99967648,256
959,4.37438905,0.99968274,256
960,4.38416422,0.99968888,256
961,4.39393939,0.99969490,256
962,4.40371457,0.99970081,256
963,4.41348974,0.99970660,256
964,4.42326491,0.99971228,256
965,4.43304008,0.99971785,256
966,4.44281525,0.99972331,256
967,4.45259042,0.99972867,256
968,4.46236559,0.99973392,256
969,4.47214076,0.99973907,256
970,4.48191593,0.99974412,256
971,4.49169110,0.99974908,256
972,4.50146628,0.99975393,256
973,4.51124145,0.99975870,256
974,4.52101662,0.99976337,256
975,4.53079179,0.99976795,256
976,4.54056696,0.99977244,256
977,4.55034213,0.99977685,256
978,4.56011730,0.99978117,256
979,4.56989247,0.99978540,256
980,4.57966764,0.99978956,256
981,4.58944282,0.99979363,256
982,4.59921799,0.99979763,256
983,4.60899316,0.99980154,256
984,4.61876833,0.99980538,256
985,4.62854350,0.99980915,256
986,4.63831867,0.99981285,256
987,4.64809384,0.99981647,256
988,4.65786901,0.99982002,256
989,4.66764418,0.99982351,256
990,4.67741935,0.99982692,256
991,4.68719453,0.99983027,256
992,4.69696970,0.99983356,256
993,4.70674487,0.99983678,256
994,4.71652004,0.99983994,256
995,4.72629521,0.99984304,256
996,4.73607038,0.99984608,256
997,4.74584555,0.99984906,256
998,4.75562072,0.99985198,256
999,4.76539589,0.99985485,256
1000,4.77517107,0.99985766,256
1001,4.78494624,0.99986041,256
1002,4.79472141,0.99986311,256
1003,4.80449658,0.99986576,256
1004,4.81427175,0.99986836,256
1005,4.82404692,0.99987091,256
1006,4.83382209,0.99987341,256
1007,4.84359726,0.99987586,256
1008,4.85337243,0.99987826,256
1009,4.86314761,0.99988062,256
1010,4.87292278,0.99988293,256
1011,4.88269795,0.99988520,256
1012,4.89247312,0.99988742,256
1013,4.90224829,0.99988960,256
1014,4.91202346,0.99989174,256
1015,4.92179863,0.99989383,256
1016,4.93157380,0.99989589,256
1017,4.94134897,0.99989790,256
1018,4.95112414,0.99989988,256
1019,4.96089932,0.99990182,256
1020,4.97067449,0.99990372,256
1021,4.98044966,0.99990558,256
1022,4.99022483,0.99990741,256
1023,5.00000000,0.99990920,256
